Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Access Type,Source,EID
"Waters, C.N., Zalasiewicz, J., Summerhayes, C., Barnosky, A.D., Poirier, C., Gałuszka, A., Cearreta, A., Edgeworth, M., Ellis, E.C., Ellis, M., Jeandel, C., Leinfelder, R., McNeill, J.R., Richter, D.De.B., Steffen, W., Syvitski, J., Vidas, D., Wagreich, M., Williams, M., Zhisheng, A., Grinevald, J., Odada, E., Oreskes, N., Wolfe, A.P.","The Anthropocene is functionally and stratigraphically distinct from the Holocene",2016,"Science","351","6269", aad2622,"","",,208,10.1126/science.aad2622,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955124949&doi=10.1126%2fscience.aad2622&partnerID=40&md5=dc2a32ef5059265d2b8b62e2b0f41493",Review,,Scopus,2-s2.0-84955124949
"Rogelj, J., Den Elzen, M., Höhne, N., Fransen, T., Fekete, H., Winkler, H., Schaeffer, R., Sha, F., Riahi, K., Meinshausen, M.","Paris Agreement climate proposals need a boost to keep warming well below 2 °c",2016,"Nature","534","7609",,"631","639",,197,10.1038/nature18307,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977119288&doi=10.1038%2fnature18307&partnerID=40&md5=731719d1b043d6c91c28af3d13b2a32c",Review,,Scopus,2-s2.0-84977119288
"Winemiller, K.O., McIntyre, P.B., Castello, L., Fluet-Chouinard, E., Giarrizzo, T., Nam, S., Baird, I.G., Darwall, W., Lujan, N.K., Harrison, I., Stiassny, M.L.J., Silvano, R.A.M., Fitzgerald, D.B., Pelicice, F.M., Agostinho, A.A., Gomes, L.C., Albert, J.S., Baran, E., Petrere, M., Zarfl, C., Mulligan, M., Sullivan, J.P., Arantes, C.C., Sousa, L.M., Koning, A.A., Hoeinghaus, D.J., Sabaj, M., Lundberg, J.G., Armbruster, J., Thieme, M.L., Petry, P., Zuanon, J., Torrente Vilara, G., Snoeks, J., Ou, C., Rainboth, W., Pavanelli, C.S., Akama, A., Van Soesbergen, A., Sáenz, L.","Balancing hydropower and biodiversity in the Amazon, Congo, and Mekong",2016,"Science","351","6269",,"128","129",,116,10.1126/science.aac7082,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955141437&doi=10.1126%2fscience.aac7082&partnerID=40&md5=2bdd9367b67e51ad6bd78c624c474e93",Review,,Scopus,2-s2.0-84955141437
"Smith, P., Davis, S.J., Creutzig, F., Fuss, S., Minx, J., Gabrielle, B., Kato, E., Jackson, R.B., Cowie, A., Kriegler, E., Van Vuuren, D.P., Rogelj, J., Ciais, P., Milne, J., Canadell, J.G., McCollum, D., Peters, G., Andrew, R., Krey, V., Shrestha, G., Friedlingstein, P., Gasser, T., Grübler, A., Heidug, W.K., Jonas, M., Jones, C.D., Kraxner, F., Littleton, E., Lowe, J., Moreira, J.R., Nakicenovic, N., Obersteiner, M., Patwardhan, A., Rogner, M., Rubin, E., Sharifi, A., Torvanger, A., Yamagata, Y., Edmonds, J., Yongsung, C.","Biophysical and economic limits to negative CO<inf>2</inf>emissions",2016,"Nature Climate Change","6","1",,"42","50",,116,10.1038/nclimate2870,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951335151&doi=10.1038%2fnclimate2870&partnerID=40&md5=3c2f8d252b773261a4238ab29f720a43",Review,,Scopus,2-s2.0-84951335151
"Paustian, K., Lehmann, J., Ogle, S., Reay, D., Robertson, G.P., Smith, P.","Climate-smart soils",2016,"Nature","532","7597",,"49","57",,112,10.1038/nature17174,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963615213&doi=10.1038%2fnature17174&partnerID=40&md5=2493ab43af690129b069e4f9b8fcaab0",Review,,Scopus,2-s2.0-84963615213
"Zhu, H., Luo, W., Ciesielski, P.N., Fang, Z., Zhu, J.Y., Henriksson, G., Himmel, M.E., Hu, L.","Wood-Derived Materials for Green Electronics, Biological Devices, and Energy Applications",2016,"Chemical Reviews","116","16",,"9305","9374",,92,10.1021/acs.chemrev.6b00225,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983666599&doi=10.1021%2facs.chemrev.6b00225&partnerID=40&md5=011c62b3d3017c262d06be522a178b26",Review,,Scopus,2-s2.0-84983666599
"Porosoff, M.D., Yan, B., Chen, J.G.","Catalytic reduction of CO<inf>2</inf>by H<inf>2</inf>for synthesis of CO, methanol and hydrocarbons: Challenges and opportunities",2016,"Energy and Environmental Science","9","1",,"62","73",,90,10.1039/c5ee02657a,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953385292&doi=10.1039%2fc5ee02657a&partnerID=40&md5=aa215edbd395c35281316a982c8d0d68",Review,,Scopus,2-s2.0-84953385292
"Sanz-Pérez, E.S., Murdock, C.R., Didas, S.A., Jones, C.W.","Direct Capture of CO<inf>2</inf>from Ambient Air",2016,"Chemical Reviews","116","19",,"11840","11876",,81,10.1021/acs.chemrev.6b00173,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991738067&doi=10.1021%2facs.chemrev.6b00173&partnerID=40&md5=f110aff568985e8c1f3652826e46c00a",Review,,Scopus,2-s2.0-84991738067
"Zhu, D.D., Liu, J.L., Qiao, S.Z.","Recent Advances in Inorganic Heterogeneous Electrocatalysts for Reduction of Carbon Dioxide",2016,"Advanced Materials","28","18",,"3423","3452",,74,10.1002/adma.201504766,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978322304&doi=10.1002%2fadma.201504766&partnerID=40&md5=7ea492160e047c0dd9be260afb9a613a",Review,,Scopus,2-s2.0-84978322304
"Seneviratne, S.I., Donat, M.G., Pitman, A.J., Knutti, R., Wilby, R.L.","Allowable CO<inf>2</inf>emissions based on regional and impact-related climate targets",2016,"Nature","529","7587",,"477","483",,74,10.1038/nature16542,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956706313&doi=10.1038%2fnature16542&partnerID=40&md5=b267b61924f55ed0fb48141a5d76a06e",Review,,Scopus,2-s2.0-84956706313
"Liao, J.C., Mi, L., Pontrelli, S., Luo, S.","Fuelling the future: Microbial engineering for the production of sustainable biofuels",2016,"Nature Reviews Microbiology","14","5",,"288","304",,72,10.1038/nrmicro.2016.32,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961922827&doi=10.1038%2fnrmicro.2016.32&partnerID=40&md5=47f7d88485d2be3d0f118e616dd4e461",Review,,Scopus,2-s2.0-84961922827
"Wang, J., Xiong, Z., Kuzyakov, Y.","Biochar stability in soil: Meta-analysis of decomposition and priming effects",2016,"GCB Bioenergy","8","3",,"512","523",,72,10.1111/gcbb.12266,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931843816&doi=10.1111%2fgcbb.12266&partnerID=40&md5=c03abd6b78e9a30374e79d15244870a6",Review,,Scopus,2-s2.0-84931843816
"Schaefer, H., Fletcher, S.E.M., Veidt, C., Lassey, K.R., Brailsford, G.W., Bromley, T.M., Dlugokencky, E.J., Michel, S.E., Miller, J.B., Levin, I., Lowe, D.C., Martin, R.J., Vaughn, B.H., White, J.W.C.","A 21st-century shift from fossil-fuel to biogenic methane emissions indicated by 13CH<inf>4</inf>",2016,"Science","352","6281",,"80","84",,64,10.1126/science.aad2705,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960884418&doi=10.1126%2fscience.aad2705&partnerID=40&md5=cd771b5134dd7da3de5688705eeca341",Review,,Scopus,2-s2.0-84960884418
"Battin, T.J., Besemer, K., Bengtsson, M.M., Romani, A.M., Packmann, A.I.","The ecology and biogeochemistry of stream biofilms",2016,"Nature Reviews Microbiology","14","4",,"251","263",,63,10.1038/nrmicro.2016.15,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960950722&doi=10.1038%2fnrmicro.2016.15&partnerID=40&md5=aeb1a2799cf1afb419b331996ed24466",Review,,Scopus,2-s2.0-84960950722
"Jackson, M.C., Loewen, C.J.G., Vinebrooke, R.D., Chimimba, C.T.","Net effects of multiple stressors in freshwater ecosystems: A meta-analysis",2016,"Global Change Biology","22","1",,"180","189",,63,10.1111/gcb.13028,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954387537&doi=10.1111%2fgcb.13028&partnerID=40&md5=0db05fae4677de2a7d6ec6ff158e3d90",Review,,Scopus,2-s2.0-84954387537
"Socolar, J.B., Gilroy, J.J., Kunin, W.E., Edwards, D.P.","How Should Beta-Diversity Inform Biodiversity Conservation?",2016,"Trends in Ecology and Evolution","31","1",,"67","80",,60,10.1016/j.tree.2015.11.005,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955717279&doi=10.1016%2fj.tree.2015.11.005&partnerID=40&md5=3981b6bc0f77045090020944a84c50fb",Review,,Scopus,2-s2.0-84955717279
"Riser, S.C., Freeland, H.J., Roemmich, D., Wijffels, S., Troisi, A., Belbéoch, M., Gilbert, D., Xu, J., Pouliquen, S., Thresher, A., Le Traon, P.-Y., Maze, G., Klein, B., Ravichandran, M., Grant, F., Poulain, P.-M., Suga, T., Lim, B., Sterl, A., Sutton, P., Mork, K.-A., Vélez-Belchí, P.J., Ansorge, I., King, B., Turton, J., Baringer, M., Jayne, S.R.","Fifteen years of ocean observations with the global Argo array",2016,"Nature Climate Change","6","2",,"145","153",,57,10.1038/nclimate2872,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955601024&doi=10.1038%2fnclimate2872&partnerID=40&md5=1ba01cc0717d18976f5de25068bb0d1f",Review,,Scopus,2-s2.0-84955601024
"Meerow, S., Newell, J.P., Stults, M.","Defining urban resilience: A review",2016,"Landscape and Urban Planning","147",,,"38","49",,55,10.1016/j.landurbplan.2015.11.011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952362027&doi=10.1016%2fj.landurbplan.2015.11.011&partnerID=40&md5=d4a084e69851e1f082a019746f0e6d25",Review,,Scopus,2-s2.0-84952362027
"Sosso, G.C., Chen, J., Cox, S.J., Fitzner, M., Pedevilla, P., Zen, A., Michaelides, A.","Crystal Nucleation in Liquids: Open Questions and Future Challenges in Molecular Dynamics Simulations",2016,"Chemical Reviews","116","12",,"7078","7116",,53,10.1021/acs.chemrev.5b00744,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976412557&doi=10.1021%2facs.chemrev.5b00744&partnerID=40&md5=e71defa7cfa2de2ef615b45174cdd5cd",Review,,Scopus,2-s2.0-84976412557
"Tuballa, M.L., Abundo, M.L.","A review of the development of Smart Grid technologies",2016,"Renewable and Sustainable Energy Reviews","59",,,"710","725",,52,10.1016/j.rser.2016.01.011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959312803&doi=10.1016%2fj.rser.2016.01.011&partnerID=40&md5=26bbfa6cb91016424308cd2b888feaf2",Review,,Scopus,2-s2.0-84959312803
"Souayfane, F., Fardoun, F., Biwole, P.-H.","Phase change materials (PCM) for cooling applications in buildings: A review",2016,"Energy and Buildings","129",,,"396","431",,51,10.1016/j.enbuild.2016.04.006,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980608329&doi=10.1016%2fj.enbuild.2016.04.006&partnerID=40&md5=9f9df12fda8f16e1d0ce22ab3f5e8a01",Review,,Scopus,2-s2.0-84980608329
"Urban, M.C., Bocedi, G., Hendry, A.P., Mihoub, J.-B., Pe'er, G., Singer, A., Bridle, J.R., Crozier, L.G., De Meester, L., Godsoe, W., Gonzalez, A., Hellmann, J.J., Holt, R.D., Huth, A., Johst, K., Krug, C.B., Leadley, P.W., Palmer, S.C.F., Pantel, J.H., Schmitz, A., Zollner, P.A., Travis, J.M.J.","Improving the forecast for biodiversity under climate change",2016,"Science","353","6304", aad8466,"","",,51,10.1126/science.aad8466,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015582693&doi=10.1126%2fscience.aad8466&partnerID=40&md5=d82b11df99ebe22e389553c5b712c130",Review,,Scopus,2-s2.0-85015582693
"Wik, M., Varner, R.K., Anthony, K.W., MacIntyre, S., Bastviken, D.","Climate-sensitive northern lakes and ponds are critical components of methane release",2016,"Nature Geoscience","9","2",,"99","105",,51,10.1038/ngeo2578,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957044814&doi=10.1038%2fngeo2578&partnerID=40&md5=7163cb1b92f1da565e092469358bfad8",Review,,Scopus,2-s2.0-84957044814
"Gleeson, T., Befus, K.M., Jasechko, S., Luijendijk, E., Cardenas, M.B.","The global volume and distribution of modern groundwater",2016,"Nature Geoscience","9","2",,"161","164",,49,10.1038/ngeo2590,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957085214&doi=10.1038%2fngeo2590&partnerID=40&md5=3fc9d06cd5cf07525ebdba6172d4202b",Review,,Scopus,2-s2.0-84957085214
"Nagarajan, V., Mohanty, A.K., Misra, M.","Perspective on Polylactic Acid (PLA) based Sustainable Materials for Durable Applications: Focus on Toughness and Heat Resistance",2016,"ACS Sustainable Chemistry and Engineering","4","6",,"2899","2916",,48,10.1021/acssuschemeng.6b00321,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973518502&doi=10.1021%2facssuschemeng.6b00321&partnerID=40&md5=15f61c82e3891ada8e4b99570684e6d6",Review,,Scopus,2-s2.0-84973518502
"Johnstone, J.F., Allen, C.D., Franklin, J.F., Frelich, L.E., Harvey, B.J., Higuera, P.E., Mack, M.C., Meentemeyer, R.K., Metz, M.R., Perry, G.L.W., Schoennagel, T., Turner, M.G.","Changing disturbance regimes, ecological memory, and forest resilience",2016,"Frontiers in Ecology and the Environment","14","7",,"369","378",,47,10.1002/fee.1311,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986626387&doi=10.1002%2ffee.1311&partnerID=40&md5=7712bae46b52d0ca6c2174e8aa0f9452",Review,,Scopus,2-s2.0-84986626387
"Huber, M., Welker, A., Helmreich, B.","Critical review of heavy metal pollution of traffic area runoff: Occurrence, influencing factors, and partitioning",2016,"Science of the Total Environment","541",,,"895","919",,46,10.1016/j.scitotenv.2015.09.033,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943407100&doi=10.1016%2fj.scitotenv.2015.09.033&partnerID=40&md5=fb81a954523362639c57afefd53b0e5c",Review,,Scopus,2-s2.0-84943407100
"Clark, P.U., Shakun, J.D., Marcott, S.A., Mix, A.C., Eby, M., Kulp, S., Levermann, A., Milne, G.A., Pfister, P.L., Santer, B.D., Schrag, D.P., Solomon, S., Stocker, T.F., Strauss, B.H., Weaver, A.J., Winkelmann, R., Archer, D., Bard, E., Goldner, A., Lambeck, K., Pierrehumbert, R.T., Plattner, G.-K.","Consequences of twenty-first-century policy for multi-millennial climate and sea-level change",2016,"Nature Climate Change","6","4",,"360","369",,44,10.1038/nclimate2923,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962274909&doi=10.1038%2fnclimate2923&partnerID=40&md5=f27f46dba65f9557c638f656e425ff28",Review,,Scopus,2-s2.0-84962274909
"Buckley, M.W., Marshall, J.","Observations, inferences, and mechanisms of the Atlantic Meridional Overturning Circulation: A review",2016,"Reviews of Geophysics","54","1",,"5","63",,44,10.1002/2015RG000493,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956621105&doi=10.1002%2f2015RG000493&partnerID=40&md5=23431be893c29047dd1277b9a1705f30",Review,,Scopus,2-s2.0-84956621105
"Knutti, R., Rogelj, J., Sedlácek, J., Fischer, E.M.","A scientific critique of the two-degree climate change target",2016,"Nature Geoscience","9","1",,"13","18",,44,10.1038/ngeo2595,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951771638&doi=10.1038%2fngeo2595&partnerID=40&md5=d5327b48b41ce0367296d3045bd29094",Review,,Scopus,2-s2.0-84951771638
"Kuppusamy, S., Thavamani, P., Megharaj, M., Venkateswarlu, K., Naidu, R.","Agronomic and remedial benefits and risks of applying biochar to soil: Current knowledge and future research directions",2016,"Environment International","87",,,"1","12",,43,10.1016/j.envint.2015.10.018,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948188386&doi=10.1016%2fj.envint.2015.10.018&partnerID=40&md5=2ffb4f5557c50c680ba463a72a1a75b3",Review,,Scopus,2-s2.0-84948188386
"Scheffers, B.R., De Meester, L., Bridge, T.C.L., Hoffmann, A.A., Pandolfi, J.M., Corlett, R.T., Butchart, S.H.M., Pearce-Kelly, P., Kovacs, K.M., Dudgeon, D., Pacifici, M., Rondinini, C., Foden, W.B., Martin, T.G., Mora, C., Bickford, D., Watson, J.E.M.","The broad footprint of climate change from genes to biomes to people",2016,"Science","354","6313", aaf7671,"","",,42,10.1126/science.aaf7671,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995505989&doi=10.1126%2fscience.aaf7671&partnerID=40&md5=e3cb7e94d0a3fe0de2b1e94175c9d3ef",Review,,Scopus,2-s2.0-84995505989
"Potts, S.G., Imperatriz-Fonseca, V., Ngo, H.T., Aizen, M.A., Biesmeijer, J.C., Breeze, T.D., Dicks, L.V., Garibaldi, L.A., Hill, R., Settele, J., Vanbergen, A.J.","Safeguarding pollinators and their values to human well-being",2016,"Nature","540","7632",,"220","229",,41,10.1038/nature20588,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015711395&doi=10.1038%2fnature20588&partnerID=40&md5=c4763320d4073ee89e6c0a44bbc3c03a",Review,,Scopus,2-s2.0-85015711395
"Sivagurunathan, P., Kumar, G., Bakonyi, P., Kim, S.-H., Kobayashi, T., Xu, K.Q., Lakner, G., Tóth, G., Nemestóthy, N., Bélafi-Bakó, K.","A critical review on issues and overcoming strategies for the enhancement of dark fermentative hydrogen production in continuous systems",2016,"International Journal of Hydrogen Energy","41","6",,"3820","3836",,41,10.1016/j.ijhydene.2015.12.081,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988919604&doi=10.1016%2fj.ijhydene.2015.12.081&partnerID=40&md5=8350fa7970878e1c6d084461ee3d2fae",Review,,Scopus,2-s2.0-84988919604
"Li, Z., Lau, W.K.-M., Ramanathan, V., Wu, G., Ding, Y., Manoj, M.G., Liu, J., Qian, Y., Li, J., Zhou, T., Fan, J., Rosenfeld, D., Ming, Y., Wang, Y., Huang, J., Wang, B., Xu, X., Lee, S.-S., Cribb, M., Zhang, F., Yang, X., Zhao, C., Takemura, T., Wang, K., Xia, X., Yin, Y., Zhang, H., Guo, J., Zhai, P.M., Sugimoto, N., Babu, S.S., Brasseur, G.P.","Aerosol and monsoon climate interactions over Asia",2016,"Reviews of Geophysics","54","4",,"866","929",,40,10.1002/2015RG000500,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85002922970&doi=10.1002%2f2015RG000500&partnerID=40&md5=b1139097fecd21f44cf0fcfb0a1219b6",Review,Open Access,Scopus,2-s2.0-85002922970
"Doetterl, S., Berhe, A.A., Nadeu, E., Wang, Z., Sommer, M., Fiener, P.","Erosion, deposition and soil carbon: A review of process-level controls, experimental tools and models to address C cycling in dynamic landscapes",2016,"Earth-Science Reviews","154",,,"102","122",,40,10.1016/j.earscirev.2015.12.005,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952653164&doi=10.1016%2fj.earscirev.2015.12.005&partnerID=40&md5=30e0c50041b135303ba78c4f79f87b53",Review,,Scopus,2-s2.0-84952653164
"Vassilev, S.V., Vassileva, C.G.","Composition, properties and challenges of algae biomass for biofuel application: An overview",2016,"Fuel","181",,,"1","33",,39,10.1016/j.fuel.2016.04.106,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964689525&doi=10.1016%2fj.fuel.2016.04.106&partnerID=40&md5=e58852cd5b9de9f18a52e5d0964fb3c2",Review,,Scopus,2-s2.0-84964689525
"Zhao, S., Feron, P.H.M., Deng, L., Favre, E., Chabanon, E., Yan, S., Hou, J., Chen, V., Qi, H.","Status and progress of membrane contactors in post-combustion carbon capture: A state-of-the-art review of new developments",2016,"Journal of Membrane Science","511",,,"180","206",,39,10.1016/j.memsci.2016.03.051,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962432255&doi=10.1016%2fj.memsci.2016.03.051&partnerID=40&md5=66d98bd478aa26d97ca86a8b9e06c6ef",Review,,Scopus,2-s2.0-84962432255
"Vacchi, M., Marriner, N., Morhange, C., Spada, G., Fontana, A., Rovere, A.","Multiproxy assessment of Holocene relative sea-level changes in the western Mediterranean: Sea-level variability and improvements in the definition of the isostatic signal",2016,"Earth-Science Reviews","155",,,"172","197",,39,10.1016/j.earscirev.2016.02.002,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960942489&doi=10.1016%2fj.earscirev.2016.02.002&partnerID=40&md5=cdefd20de207d111cbe1c11f7de4f3f0",Review,,Scopus,2-s2.0-84960942489
"Gude, V.G.","Desalination and sustainability - An appraisal and current perspective",2016,"Water Research","89",,,"87","106",,39,10.1016/j.watres.2015.11.012,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948808001&doi=10.1016%2fj.watres.2015.11.012&partnerID=40&md5=624ff9f74b240d1d47b794834e618068",Review,,Scopus,2-s2.0-84948808001
"Wu, X., Lu, Y., Zhou, S., Chen, L., Xu, B.","Impact of climate change on human infectious diseases: Empirical evidence and human adaptation",2016,"Environment International","86",,,"14","23",,39,10.1016/j.envint.2015.09.007,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945208977&doi=10.1016%2fj.envint.2015.09.007&partnerID=40&md5=06732c768128aa67514b5884a99c8b86",Review,Open Access,Scopus,2-s2.0-84945208977
"Hák, T., Janoušková, S., Moldan, B.","Sustainable Development Goals: A need for relevant indicators",2016,"Ecological Indicators","60",,,"565","573",,38,10.1016/j.ecolind.2015.08.003,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939824287&doi=10.1016%2fj.ecolind.2015.08.003&partnerID=40&md5=13f825ebba62e7fd30b6ed479928666d",Review,,Scopus,2-s2.0-84939824287
"Von Schuckmann, K., Palmer, M.D., Trenberth, K.E., Cazenave, A., Chambers, D., Champollion, N., Hansen, J., Josey, S.A., Loeb, N., Mathieu, P.-P., Meyssignac, B., Wild, M.","An imperative to monitor Earth's energy imbalance",2016,"Nature Climate Change","6","2",,"138","144",,38,10.1038/nclimate2876,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955619693&doi=10.1038%2fnclimate2876&partnerID=40&md5=fb9a0ed6ea9367115aa23431848fbb77",Review,,Scopus,2-s2.0-84955619693
"Ruparathna, R., Hewage, K., Sadiq, R.","Improving the energy efficiency of the existing building stock: A critical review of commercial and institutional buildings",2016,"Renewable and Sustainable Energy Reviews","53",,,"1032","1045",,37,10.1016/j.rser.2015.09.084,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943786615&doi=10.1016%2fj.rser.2015.09.084&partnerID=40&md5=7e2ecef53dbf94751ff0c60423382739",Review,,Scopus,2-s2.0-84943786615
"Reed, J., Van Vianen, J., Deakin, E.L., Barlow, J., Sunderland, T.","Integrated landscape approaches to managing social and environmental issues in the tropics: learning from the past to guide the future",2016,"Global change biology","22","7",,"2540","2554",,36,10.1111/gcb.13284,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978850717&doi=10.1111%2fgcb.13284&partnerID=40&md5=e3c2d5703a4ad0ff236b2367915358ef",Review,,Scopus,2-s2.0-84978850717
"Fatichi, S., Vivoni, E.R., Ogden, F.L., Ivanov, V.Y., Mirus, B., Gochis, D., Downer, C.W., Camporese, M., Davison, J.H., Ebel, B., Jones, N., Kim, J., Mascaro, G., Niswonger, R., Restrepo, P., Rigon, R., Shen, C., Sulis, M., Tarboton, D.","An overview of current applications, challenges, and future trends in distributed process-based models in hydrology",2016,"Journal of Hydrology","537",,,"45","60",,36,10.1016/j.jhydrol.2016.03.026,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961741436&doi=10.1016%2fj.jhydrol.2016.03.026&partnerID=40&md5=17395e16dadce8d6982bf49575033b34",Review,,Scopus,2-s2.0-84961741436
"Gür, T.M.","Comprehensive review of methane conversion in solid oxide fuel cells: Prospects for efficient electricity generation from natural gas",2016,"Progress in Energy and Combustion Science","54",,,"1","64",,36,10.1016/j.pecs.2015.10.004,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961233436&doi=10.1016%2fj.pecs.2015.10.004&partnerID=40&md5=2c050d66e6299dce7f566f55d988d151",Review,,Scopus,2-s2.0-84961233436
"Lareen, A., Burton, F., Schäfer, P.","Plant root-microbe communication in shaping root microbiomes",2016,"Plant Molecular Biology","90","6",,"575","587",,36,10.1007/s11103-015-0417-8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952949225&doi=10.1007%2fs11103-015-0417-8&partnerID=40&md5=f39992099c1d259f180e87ab0e00dc4c",Review,,Scopus,2-s2.0-84952949225
"Tarolli, P., Sofia, G.","Human topographic signatures and derived geomorphic processes across landscapes",2016,"Geomorphology","255",,,"140","161",,36,10.1016/j.geomorph.2015.12.007,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953439971&doi=10.1016%2fj.geomorph.2015.12.007&partnerID=40&md5=bb46ce230cb0766515d666080c9b7423",Review,,Scopus,2-s2.0-84953439971
"Cloern, J.E., Abreu, P.C., Carstensen, J., Chauvaud, L., Elmgren, R., Grall, J., Greening, H., Johansson, J.O.R., Kahru, M., Sherwood, E.T., Xu, J., Yin, K.","Human activities and climate variability drive fast-paced change across the world's estuarine-coastal ecosystems",2016,"Global Change Biology","22","2",,"513","529",,36,10.1111/gcb.13059,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955682699&doi=10.1111%2fgcb.13059&partnerID=40&md5=0863836b77cd1f9c34b0848d6975904a",Review,Open Access,Scopus,2-s2.0-84955682699
"Svenning, J.-C., Pedersen, P.B.M., Donlan, C.J., Ejrnæs, R., Faurby, S., Galetti, M., Hansen, D.M., Sandel, B., Sandom, C.J., Terborgh, J.W., Vera, F.W.M.","Science for a wilder Anthropocene: Synthesis and future directions for trophic rewilding research",2016,"Proceedings of the National Academy of Sciences of the United States of America","113","4",,"898","906",,36,10.1073/pnas.1502556112,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955456225&doi=10.1073%2fpnas.1502556112&partnerID=40&md5=8dbd2bd1d6cc2fa709817f966cff19b8",Review,,Scopus,2-s2.0-84955456225
"Clark, J.S., Iverson, L., Woodall, C.W., Allen, C.D., Bell, D.M., Bragg, D.C., D'Amato, A.W., Davis, F.W., Hersh, M.H., Ibanez, I., Jackson, S.T., Matthews, S., Pederson, N., Peters, M., Schwartz, M.W., Waring, K.M., Zimmermann, N.E.","The impacts of increasing drought on forest dynamics, structure, and biodiversity in the United States",2016,"Global change biology","22","7",,"2329","2352",,35,10.1111/gcb.13160,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028259397&doi=10.1111%2fgcb.13160&partnerID=40&md5=5d9fe494941529d854a696e6c516612a",Review,,Scopus,2-s2.0-85028259397
"Marengo, J.A., Espinoza, J.C.","Extreme seasonal droughts and floods in Amazonia: Causes, trends and impacts",2016,"International Journal of Climatology","36","3",,"1033","1050",,35,10.1002/joc.4420,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973523357&doi=10.1002%2fjoc.4420&partnerID=40&md5=cfb607f3baa64f7eb582c56d755565fc",Review,,Scopus,2-s2.0-84973523357
"Todesco, M., Pascual, M.A., Owens, G.L., Ostevik, K.L., Moyers, B.T., Hübner, S., Heredia, S.M., Hahn, M.A., Caseys, C., Bock, D.G., Rieseberg, L.H.","Hybridization and extinction",2016,"Evolutionary Applications","9","7",,"892","908",,34,10.1111/eva.12367,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978887382&doi=10.1111%2feva.12367&partnerID=40&md5=ec05e4996b418cc2c9dd1c56a6df9cd0",Review,,Scopus,2-s2.0-84978887382
